PC_0,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,is_approved
0.4373838525318461,0.6108477724192461,-0.9283992531652931,0.06742239839344907,-0.7818773742373538,-0.3150360439680104,-0.2839279445055001,-0.7448821123232244,-0.33516682740359494,-0.1288933922780006,-0.6805012550785272,0.4236753519264043,-0.6056054231470238,0.31729569556356046,-0.7262106357227589,0.5974474548230291,0.0
-0.8200034606177053,0.49680094770645283,0.25051315323781975,-0.7694843360353348,-0.777973899821243,-0.1501818455976539,0.7471290616877871,-0.40907839869022633,0.29153896605184376,-0.9953859789105987,-0.33069727542785643,-0.4598761003565392,-0.6077158327827694,0.26417214502902436,-0.3134655389257426,-0.6439958098675533,0.0
-0.6445567280728348,0.0048113695871904736,-0.611294713422844,-0.46287966323401664,0.10293021181003316,1.03990887735971,-0.20875356313188131,-0.569245308248731,0.22391500191031685,-0.9159306017963179,-0.712058248455218,0.3309542988931711,-0.41227109910986864,0.3187515168891298,-0.15091161234073475,-0.21787848437063795,1.0
1.04368913407425,0.07174646873937358,-0.041711341074217805,0.5347403565563291,-0.5565846461415638,0.4456124994272158,-0.5187218914822661,0.2773362081203471,-0.7907196534170963,-0.06723708793355518,0.6446285051548497,-0.24047689308967318,-0.3715894922348117,-0.7671013422253518,-0.2106588302251364,-0.10082879324245803,1.0
0.01923232808621922,-0.8281459145536695,1.1786060510149428,-0.8330412225628626,-0.7030910433358579,0.12077771394338867,0.6185211461028451,-0.8192921162953241,0.05316853788371295,0.3244885406005749,-0.20252070702850025,-0.07018434193463267,-0.3273144121161973,-0.37104283869334975,0.2863350095706169,0.7183950639469068,1.0
1.3452967277721197,-0.4860144994723911,-0.45467151669374856,-0.1624405341917106,0.462351753991685,0.19696309732691078,0.22126816781784117,0.2417287384232955,1.0276043340838406,-0.3332156583733287,-0.34245354550094653,0.17451991930442481,0.33049928685929025,-0.17738452728550255,0.44534388625758264,-0.16187296836360693,1.0
-0.1727220864278849,-1.5337304602308914,0.23783716229875698,0.4596451622879473,0.7074652886534957,-0.07206352780797178,-0.7228354412594217,-0.4558676907240723,-0.4250244656552744,-0.5077071351674673,-0.24216150857425908,0.09519611625197126,-0.07325697953806942,-0.14080726045998987,0.3391707631896979,0.08917746153174286,1.0
0.773910300273566,-0.3532282088704402,-0.21835553257871193,-0.45749148062931855,-1.0399045066016115,0.3226644321435292,-0.8494198633450021,-0.6816998129162147,-0.824601314172267,0.30507962339723427,-0.4607240477883334,-0.5251301397155562,-0.006548681175435485,-0.09428008458373383,-0.2629603823429819,0.8619212663737059,1.0
0.5308577133136858,-1.1203255332571551,0.09589573862116631,0.577042988689851,0.17030930311876283,0.6627482857878132,0.12626066604243802,-1.2616165645014894,0.4419767819722703,-0.44723285649151195,0.2584503930058459,0.09837242312808231,0.6343979971953978,-0.3227740350716325,-0.1302717636825884,0.38468968618315535,1.0
0.69876294454096,-0.9861183010942354,-0.09933890263978484,-0.5538531209570775,0.3138790039806856,0.03733286730981515,0.2861912043835149,-0.23020149889309194,-0.06459077676396636,0.4220078001912989,0.0742649372229504,-0.8427136699812849,-0.08004924755689986,-0.327972887985139,-0.1982465246635095,0.8522009671494624,1.0
1.4640348335015076,0.12374576338991099,-0.5274717940446914,-0.28896647121339586,-0.9099912752477579,0.18417717187004526,-0.7192317706636345,-0.12911690951393504,0.052644414540573704,0.13037821377955724,-0.45144107534784755,-0.1119054304431477,-0.0500886006789992,0.4229592367189049,-0.24159528694147447,-0.48822429688690305,1.0
0.155434038169397,-0.3502960425541897,0.6556960030125853,-0.1971625331138092,-0.5556289080624222,0.20572119092907462,0.3120297309410834,1.1052797963465588,1.030105393638912,-1.0030202024035082,-0.24388009074694578,-0.36274191691675556,-0.22613785653107552,0.7860217037275005,0.1027792446877042,0.4109811068931914,1.0
1.3668747045123855,1.171534648462757,0.4843644314773543,-0.2640486856378445,0.2762341464380449,-1.0203335055809355,-0.11016990911773407,-0.052530553194350606,0.007887572766633235,-0.7680390000725446,-0.3065064321318361,-0.2070918005853218,0.3652276356148206,-0.249874113952308,0.09099990505083508,0.09384999075035867,1.0
0.858887287310974,-0.12327428527204923,-0.7793669432281776,-0.24048036719992083,-0.04982944582107505,-0.6776794005027811,0.49353117983591915,-0.6367677520516781,0.01852006567469902,0.16499346659668332,-0.44870789908193953,0.011469176097067324,-0.35801733048740353,-0.05825854530862076,0.8533633873596361,-0.7046111654523188,1.0
-0.19827912580139792,-1.3812982457989536,0.701304297424323,-0.0321035979394918,-0.1776189245412905,-0.22309763864097548,-0.24744522195785723,-0.10693479217916607,-0.6685759113164276,-0.4964168865027012,0.9047553696010632,-0.21675719741660265,0.1305832472585405,-0.17660897335357054,0.1542617987473163,-0.08744015483497575,1.0
1.0271055982923363,-0.4895355187398757,-0.6005882713352644,-0.5348777144651503,-0.6394056486974856,0.20239835941025577,-0.421001887454539,-0.7228542878637895,-0.20333619364318123,-0.12448324416169045,0.17400678331229436,-0.3525814942267973,-0.41252404141344234,0.23233623331667566,0.23608141128497204,-0.09081818719054166,1.0
