PC_0,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,is_approved
0.43738385253184764,0.6108477724192489,-0.9283992531652948,0.06742239839345353,-0.7818773742373405,-0.31503604396803375,-0.283927944505512,-0.7448821123232257,-0.3351668274035955,-0.12889339227798935,-0.6805012550785322,0.42367535192639394,-0.6056054231470297,0.3172956955635688,-0.7262106357227449,0.5974474548230156,0.7057359472985617,-0.0333987072764013,-0.3368294031150925,-0.5461194247950372,-0.1436574274678765,0.0
-0.8200034606177051,0.4968009477064568,0.2505131532378159,-0.7694843360353372,-0.7779738998212459,-0.15018184559767073,0.7471290616877827,-0.4090783986902522,0.29153896605185203,-0.9953859789105892,-0.33069727542786453,-0.4598761003565514,-0.6077158327827619,0.2641721450290196,-0.31346553892574625,-0.6439958098675497,-0.23237908585313832,0.4569370575496329,-0.10007767642066374,0.3075650452635545,0.05013828488409385,0.0
-0.6445567280728363,0.004811369587191566,-0.6112947134228521,-0.46287966323401164,0.10293021181000639,1.0399088773597236,-0.20875356313188542,-0.5692453082487339,0.22391500191031757,-0.9159306017963033,-0.7120582484552281,0.33095429889316275,-0.41227109910987186,0.318751516889128,-0.15091161234073455,-0.21787848437063717,-0.3103120335599919,-0.0678285198147042,0.12634951051871052,-0.07687521218693116,-0.6128771028433069,1.0
1.0436891340742485,0.07174646873937589,-0.041711341074212614,0.5347403565563333,-0.5565846461415763,0.4456124994271975,-0.5187218914822631,0.2773362081203549,-0.7907196534171012,-0.06723708793356144,0.6446285051548405,-0.2404768930896863,-0.3715894922348139,-0.7671013422253505,-0.21065883022514353,-0.10082879324244527,-0.32464623152983607,-0.138394050390532,0.6812102816129246,0.3552978322270392,-0.10352117038651501,1.0
0.019232328086217387,-0.8281459145536694,1.1786060510149377,-0.8330412225628714,-0.7030910433358633,0.12077771394336988,0.6185211461028246,-0.8192921162953347,0.05316853788371849,0.3244885406005835,-0.20252070702850034,-0.07018434193463616,-0.3273144121161927,-0.3710428386933488,0.2863350095706218,0.7183950639469018,0.36294086860412356,-0.3467871433142497,0.09837956800469391,0.15512818498053205,-0.3429118236138768,1.0
1.3452967277721197,-0.4860144994723946,-0.45467151669375067,-0.16244053419170773,0.4623517539916778,0.19696309732692638,0.22126816781784564,0.24172873842329182,1.0276043340838437,-0.33321565837332884,-0.3424535455009397,0.17451991930443586,0.3304992868592942,-0.17738452728550527,0.4453438862575755,-0.16187296836361073,-0.00464875659615004,-0.31048612221101124,0.2149540316106619,0.8248198299703143,0.000847967411863086,1.0
-0.1727220864278865,-1.5337304602308943,0.23783716229875992,0.45964516228794716,0.7074652886535072,-0.07206352780794466,-0.7228354412594199,-0.45586769072406585,-0.4250244656552746,-0.507707135167466,-0.24216150857426738,0.09519611625196614,-0.073256979538072,-0.14080726045999095,0.33917076318969397,0.08917746153174169,-0.041762043835878594,0.11182874653184662,0.1463350757528798,-0.2632830846730021,0.20842263059100388,1.0
0.7739103002735644,-0.3532282088704412,-0.2183555325787177,-0.45749148062931655,-1.039904506601613,0.32266443214349905,-0.8494198633450176,-0.6816998129162035,-0.8246013141722628,0.30507962339724026,-0.4607240477883366,-0.5251301397155593,-0.006548681175427225,-0.09428008458372479,-0.262960382342972,0.8619212663736993,0.5718617085978762,-0.01597868798211316,-0.3925660357998555,-0.346743762322638,0.24804116352248784,1.0
0.5308577133136855,-1.120325533257157,0.09589573862117189,0.5770429886898514,0.1703093031187476,0.6627482857878293,0.12626066604241756,-1.261616564501494,0.4419767819722725,-0.4472328564915045,0.2584503930058545,0.09837242312809666,0.6343979971953889,-0.3227740350716251,-0.130271763682593,0.38468968618316085,-0.15253784912210452,0.28658987725740326,0.21502899917561796,0.1982440660172102,1.0031036927276686,1.0
0.6987629445409604,-0.9861183010942389,-0.0993389026397881,-0.553853120957077,0.3138790039806823,0.03733286730982296,0.2861912043835152,-0.2302014988930897,-0.0645907767639622,0.4220078001913053,0.07426493722295203,-0.842713669981282,-0.08004924755688789,-0.327972887985131,-0.19824652466350742,0.852200967149466,0.1867152505992055,0.006440037573137059,0.04464981306046035,-0.26068748316277685,0.18947718235607766,1.0
1.4640348335015092,0.12374576338990968,-0.527471794044695,-0.28896647121339253,-0.9099912752477588,0.18417717187001578,-0.7192317706636411,-0.1291169095139256,0.05264441454057556,0.1303782137795615,-0.4514410753478466,-0.11190543044314928,-0.05008860067899455,0.4229592367189035,-0.24159528694147553,-0.4882242968869058,0.1479591296550781,-0.05174610153403086,-0.296911319465327,-0.3697463160864983,0.2656436980413185,1.0
0.1554340381693961,-0.3502960425541883,0.6556960030125829,-0.19716253311381426,-0.5556289080624323,0.20572119092905936,0.31202973094109926,1.105279796346546,1.0301053936389164,-1.0030202024035098,-0.2438800907469531,-0.3627419169167559,-0.22613785653107593,0.7860217037275019,0.10277924468771303,0.4109811068931895,-0.35585844813910633,-0.20175371097113307,0.06220114811616841,0.35701841117600214,0.31865253913534186,1.0
1.3668747045123895,1.1715346484627578,0.48436443147735175,-0.264048685637849,0.2762341464380791,-1.0203335055809213,-0.11016990911773208,-0.05253055319436138,0.00788757276663597,-0.7680390000725495,-0.30650643213183704,-0.20709180058531723,0.3652276356148249,-0.24987411395230563,0.09099990505083025,0.09384999075036062,0.09923634447078816,0.01869362604795632,0.05985340379985732,-0.03255057065243731,-0.24014379964951593,1.0
0.8588872873109754,-0.12327428527205031,-0.7793669432281776,-0.24048036719991753,-0.04982944582105358,-0.6776794005027825,0.4935311798359101,-0.636767752051688,0.018520065674703066,0.16499346659669178,-0.44870789908194153,0.011469176097061228,-0.35801733048739,-0.05825854530863498,0.8533633873596314,-0.7046111654523287,0.12353164242610008,-0.18655614305960055,0.22725595139481655,0.33505101904001855,0.42173997535372343,1.0
-0.1982791258014006,-1.3812982457989558,0.7013042974243265,-0.03210359793949591,-0.17761892454128092,-0.22309763864097648,-0.24744522195785712,-0.10693479217916436,-0.6685759113164352,-0.49641688650270954,0.9047553696010547,-0.2167571974166082,0.13058324725853268,-0.17660897335356882,0.15426179874731846,-0.08744015483497984,0.4990359144009606,-0.21730101102578228,0.27875945682130593,-0.10035659776951553,0.6921169693946737,1.0
1.0271055982923365,-0.4895355187398775,-0.6005882713352682,-0.534877714465145,-0.6394056486974875,0.20239835941023812,-0.42100188745455125,-0.7228542878637879,-0.20333619364318178,-0.12448324416168684,0.17400678331228914,-0.3525814942268066,-0.4125240414134393,0.23233623331667375,0.23608141128497434,-0.09081818719053951,-0.3635072616882599,0.017621918405271483,-0.25144100758325794,-0.40393019840779826,0.124237026841306,1.0
1.6525170571454715,0.4517721461853195,-0.1643447273178976,0.34387480365226547,-0.5486202121960193,0.6054836917522277,-0.2560581249530481,0.6588061112652147,0.255566605102241,0.1128250134424699,-0.3875064377757427,-0.30551340146322914,0.1098849336142628,0.24294798930596886,-0.42517196268972984,-0.025401270471058814,-0.2931047162706011,-0.0076590935787550956,-0.12048772215438942,-0.12792710248086916,0.2515322498832558,1.0
0.20443509299555154,-0.9890396647944237,0.028939688463596767,-0.3501533358563248,-0.5692510579726248,0.4415520379264191,0.5748725377728915,0.3902128871670704,0.6937903998495242,0.8872368362182695,-0.8006972988068458,-0.08134684083284104,-0.08687434421973984,-0.5485603400835071,-0.18253827672846254,0.43996406726110826,0.6222366226713305,-0.4809547512697638,-0.04530384228588585,0.2727443804582168,-0.36758068127524196,1.0
0.7191947517315403,0.39841841150036233,0.11397194203813946,1.3106905044040742,0.8369239886781656,-0.2281958431229005,1.026538320680976,-0.23091809948844622,0.25807788429606304,0.3438764831751569,0.23321967961494083,-0.7611114161645184,0.3535523999348838,-0.29283778842448044,-0.5011281493298916,-0.07314117552794194,-0.42268963401787746,-0.4730004444092542,0.15130216231964705,-0.33315912458442204,0.004412014047493874,0.0
1.0224842013055029,-0.2971913568588231,0.5853480705691033,-0.9683463838205953,0.7823226718271095,-0.3119128406116263,-0.09996882463516822,-0.36630740323514405,0.2616036767063976,-0.7694827812859463,-0.09958855505296807,0.6960027314575745,-0.6760012164112393,-0.5047375163412037,0.6721004112600075,0.310403762014344,-0.20336889104370728,0.088694970787087,0.2110003497132483,0.4528769771067789,-0.28475358000968626,1.0
